"id","property class","acreage", "value", "orig val data"
454.-4-15 ,260 Seasonal res,5.80,"40,000","FULL MARKET VALUE 40,000\r"
454.-4-16 ,260 Seasonal res,9.51,"110,000","FULL MARKET VALUE 110,000\r"
454.-4-17.1 ,314 Rural vac<10,2.50,"40,000","County of Delaware FULL MARKET VALUE 40,000\r"
454.-4-17.2 ,314 Rural vac<10,2.50,"25,000","FULL MARKET VALUE 25,000\r"
454.-4-18 ,210 1 Family Res,5.62,"160,000","FULL MARKET VALUE 160,000\r"
454.-4-19 ,null,5.00,"80,000","FULL MARKET VALUE 80,000\r"
454.-4-20 ,314 Rural vac<10,5.00,"30,000","FULL MARKET VALUE 30,000\r"
454.-4-21 ,314 Rural vac<10,5.00,"35,000","FULL MARKET VALUE 35,000\r"
454.-4-22 ,210 1 Family Res,5.00,"103,000","FULL MARKET VALUE 103,000\r"
454.-4-23 ,314 Rural vac<10,5.00,"30,000","FULL MARKET VALUE 30,000\r"
454.-4-24 ,null,14.34,"48,000","FULL MARKET VALUE 48,000\r"
454.-4-25 ,260 Seasonal res,5.00,"75,900","FULL MARKET VALUE 75,900\r"
454.-4-26 ,null,5.00,"120,000","FULL MARKET VALUE 120,000\r"
454.-4-27 ,314 Rural vac<10,3.90,"30,000","County of Delaware FULL MARKET VALUE 30,000\r"
454.-4-28 ,210 1 Family Res,5.00,"200,000","FULL MARKET VALUE 200,000\r"
454.-4-29 ,null,5.00,"65,000","FULL MARKET VALUE 65,000\r"
454.-4-30 ,260 Seasonal res,5.00,"120,000","FULL MARKET VALUE 120,000\r"
454.-4-31 ,null,5.00,"45,000","FULL MARKET VALUE 45,000\r"
454.-4-32 ,null,44.56,"120,000","FULL MARKET VALUE 120,000\r"
454.-4-33 ,210 1 Family Res,4.00,"135,000","FULL MARKET VALUE 135,000\r"
454.-4-34 ,314 Rural vac<10,5.00,"30,000","FULL MARKET VALUE 30,000\r"
454.-4-35 ,314 Rural vac<10,10.00,"50,000","FULL MARKET VALUE 50,000\r"
454.-4-36 ,210 1 Family Res,9.54,"160,000","FULL MARKET VALUE 160,000\r"
454.-4-37.1 ,210 1 Family Res,5.53,"251,000","FULL MARKET VALUE 251,000 FD113 E.branch fd 25,100 TO\r"
454.-4-37.2 ,210 1 Family Res,3.13,"155,000","FULL MARKET VALUE 155,000\r"
454.-4-38 ,null,4.61,"350,000","FULL MARKET VALUE 350,000\r"
454.-4-40 ,314 Rural vac<10,5.00,"45,000","FULL MARKET VALUE 45,000\r"
454.-4-41 ,210 1 Family Res,5.10,"105,000","FULL MARKET VALUE 105,000\r"
454.-4-42 ,260 Seasonal res,5.00,"37,900","FULL MARKET VALUE 37,900\r"
454.-4-43 ,314 Rural vac<10,5.00,"30,000","FULL MARKET VALUE 30,000\r"
454.-4-44 ,null,5.00,"45,000","FULL MARKET VALUE 45,000\r"
454.-4-45 ,210 1 Family Res,5.00,"160,000","FULL MARKET VALUE 160,000\r"
454.-4-46.1 ,314 Rural vac<10,5.00,"30,000","FULL MARKET VALUE 30,000\r"
454.-4-46.2 ,null,5.00,"65,000","FULL MARKET VALUE 65,000\r"
454.-4-47.1 ,314 Rural vac<10,5.00,"30,000","FULL MARKET VALUE 30,000\r"
454.-4-47.2 ,null,11.34,"190,000","FULL MARKET VALUE 190,000\r"
454.-4-47.3 ,314 Rural vac<10,5.01,"30,000","FULL MARKET VALUE 30,000\r"
454.-6-1.1 ,null,164.35,"210,000","FULL MARKET VALUE 210,000\r"
454.-6-1.2 ,null,10.00,"200,000","FULL MARKET VALUE 200,000\r"
454.-6-2 ,314 Rural vac<10,5.22,"30,000","FULL MARKET VALUE 30,000\r"
454.-6-3 ,210 1 Family Res,5.13,"220,000","FULL MARKET VALUE 220,000\r"
454.-6-4 ,314 Rural vac<10,5.13,"30,000","FULL MARKET VALUE 30,000\r"
454.-6-5 ,260 Seasonal res,5.14,"240,000","FULL MARKET VALUE 240,000\r"
454.-6-6 ,314 Rural vac<10,5.16,"30,000","FULL MARKET VALUE 30,000\r"
454.-6-7 ,314 Rural vac<10,5.17,"30,000","FULL MARKET VALUE 30,000\r"
454.-6-8 ,314 Rural vac<10,5.22,"30,000","FULL MARKET VALUE 30,000\r"
454.-6-9 ,314 Rural vac<10,5.17,"30,000","FULL MARKET VALUE 30,000\r"
454.-6-10 ,null,5.13,"35,000","FULL MARKET VALUE 35,000\r"
454.-6-12 ,null,5.01,"40,000","FULL MARKET VALUE 40,000\r"
455.-1-1 ,314 Rural vac<10,6.60,"35,000","FULL MARKET VALUE 35,000\r"
455.-1-2 ,null,501.60,"460,000","FULL MARKET VALUE 460,000\r"
455.-1-3 ,null,548.90,"920,000","FULL MARKET VALUE 920,000\r"
455.-1-4 ,null,100.00,"139,000","FULL MARKET VALUE 139,000\r"
455.-1-5 ,null,28.80,"130,000","FULL MARKET VALUE 130,000\r"
455.-1-6 ,null,26.30,"115,000","FULL MARKET VALUE 115,000\r"
455.-1-7 ,null,10.32,"56,000","FULL MARKET VALUE 56,000\r"
455.-1-8 ,260 Seasonal res,23.00,"110,000","FULL MARKET VALUE 110,000\r"
455.-1-9 ,323 Vacant rural,6.90,"10,000","FULL MARKET VALUE 10,000\r"
455.-1-10 ,260 Seasonal res - WTRFNT,7.20,"140,000","FULL MARKET VALUE 140,000\r"
455.-1-11 ,210 1 Family Res - WTRFNT,27.00,"130,000","FULL MARKET VALUE 130,000\r"
455.-1-12.1 ,210 1 Family Res - WTRFNT,0.52,"150,000","FULL MARKET VALUE 150,000\r"
455.-1-12.2 ,210 1 Family Res - WTRFNT,0.53,"125,000","FULL MARKET VALUE 125,000\r"
455.-1-13 ,210 1 Family Res - WTRFNT,null,"105,000","FULL MARKET VALUE 105,000\r"
455.-1-14 ,210 1 Family Res - WTRFNT,0.25,"220,000","FULL MARKET VALUE 220,000\r"
455.-1-15 ,260 Seasonal res,65.29,"145,000","FULL MARKET VALUE 145,000\r"
455.-1-16 ,null,15.00,"40,000","FULL MARKET VALUE 40,000\r"
456.-1-1.1 ,null,231.10,"215,000","FULL MARKET VALUE 215,000\r"
456.-1-1.2 ,210 1 Family Res,1.89,"300,000","FULL MARKET VALUE 300,000\r"
456.-1-2 ,null,217.00,"220,000","FULL MARKET VALUE 220,000\r"
456.-1-3.1 ,null,44.84,"100,000","FULL MARKET VALUE 100,000\r"
456.-1-3.2 ,260 Seasonal res,44.84,"225,000","FULL MARKET VALUE 225,000\r"
456.-1-3.3 ,210 1 Family Res,44.84,"320,000","FULL MARKET VALUE 320,000\r"
456.-1-4 ,260 Seasonal res,123.90,"200,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 200,000\r"
456.-1-5.111 ,null,30.43,"90,000","FULL MARKET VALUE 90,000\r"
456.-1-5.112 ,null,30.43,"90,000","FULL MARKET VALUE 90,000\r"
456.-1-5.121 ,260 Seasonal res,21.40,"150,000","FULL MARKET VALUE 150,000\r"
456.-1-5.122 ,210 1 Family Res,1.83,"210,000","FULL MARKET VALUE 210,000\r"
456.-1-6 ,null,4.17,"110,000","FULL MARKET VALUE 110,000\r"
456.-1-7 ,314 Rural vac<10,1.50,"20,000","FULL MARKET VALUE 20,000\r"
456.-1-8 ,314 Rural vac<10,1.46,"20,000","FULL MARKET VALUE 20,000\r"
456.-1-9 ,null,20.80,"75,000","FULL MARKET VALUE 75,000\r"
456.-2-1 ,210 1 Family Res,8.13,"266,000","FULL MARKET VALUE 266,000 FD112 Hancock Rural FD 26,600 TO\r"
456.-2-3 ,314 Rural vac<10,1.51,"20,000","FULL MARKET VALUE 20,000\r"
456.-2-4 ,314 Rural vac<10,3.00,"42,000","FULL MARKET VALUE 42,000\r"
456.-2-5 ,null,12.00,"59,000","FULL MARKET VALUE 59,000\r"
456.-2-6 ,314 Rural vac<10,5.20,"40,000","FULL MARKET VALUE 40,000\r"
456.-2-7 ,210 1 Family Res,2.16,"140,000","FULL MARKET VALUE 140,000\r"
456.-2-8 ,260 Seasonal res,2.10,"60,000","FULL MARKET VALUE 60,000\r"
456.-2-9 ,210 1 Family Res,12.10,"240,000","FULL MARKET VALUE 240,000\r"
456.-2-10 ,null,11.88,"60,000","FULL MARKET VALUE 60,000\r"
456.-2-11 ,null,17.60,"90,000","FULL MARKET VALUE 90,000\r"
456.-2-12 ,260 Seasonal res,9.36,"88,000","FULL MARKET VALUE 88,000\r"
456.-2-13 ,null,9.51,"59,000","FULL MARKET VALUE 59,000\r"
456.-2-14 ,null,10.30,"56,000","FULL MARKET VALUE 56,000\r"
456.-2-15 ,null,10.34,"300,000","FULL MARKET VALUE 300,000\r"
456.-2-16 ,260 Seasonal res,1.00,"70,000","FULL MARKET VALUE 70,000\r"
456.-2-17 ,260 Seasonal res,9.01,"130,000","FULL MARKET VALUE 130,000\r"
456.-2-18 ,260 Seasonal res,11.40,"140,000","FULL MARKET VALUE 140,000\r"
456.-3-1 ,314 Rural vac<10,4.30,"35,000","FULL MARKET VALUE 35,000\r"
456.-3-2 ,210 1 Family Res,1.65,"180,000","FULL MARKET VALUE 180,000\r"
456.-3-3 ,314 Rural vac<10,1.70,"10,000","FULL MARKET VALUE 10,000\r"
456.-3-4 ,210 1 Family Res,1.60,"250,000","FULL MARKET VALUE 250,000\r"
456.-3-5 ,210 1 Family Res,3.40,"205,000","FULL MARKET VALUE 205,000\r"
456.-3-6 ,314 Rural vac<10,2.10,"30,000","FULL MARKET VALUE 30,000\r"
456.-3-7 ,314 Rural vac<10,1.80,"12,000","FULL MARKET VALUE 12,000\r"
456.-3-8 ,314 Rural vac<10,2.60,"12,000","FULL MARKET VALUE 12,000\r"
456.-3-9 ,314 Rural vac<10,2.50,"29,500","FULL MARKET VALUE 29,500\r"
456.-5-1.11 ,null,10.03,"45,000","FULL MARKET VALUE 45,000\r"
456.-5-1.13 ,314 Rural vac<10,4.38,"50,000","FULL MARKET VALUE 50,000\r"
456.-5-1.14 ,260 Seasonal res,4.38,"118,000","FULL MARKET VALUE 118,000\r"
456.-5-1.2 ,314 Rural vac<10,4.03,"90,000","FULL MARKET VALUE 90,000\r"
456.-5-2 ,null,5.80,"53,000","FULL MARKET VALUE 53,000\r"
456.-5-3 ,314 Rural vac<10,4.98,"37,000","FULL MARKET VALUE 37,000\r"
456.-5-4 ,210 1 Family Res,5.40,"150,000","FULL MARKET VALUE 150,000\r"
456.-5-6 ,314 Rural vac<10,3.80,"35,000","FULL MARKET VALUE 35,000\r"
456.-5-7 ,210 1 Family Res,3.36,"295,000","FULL MARKET VALUE 295,000\r"
456.-5-8 ,null,2.40,"50,600","FULL MARKET VALUE 50,600\r"
456.-5-9 ,260 Seasonal res,3.40,"125,000","FULL MARKET VALUE 125,000\r"
456.-5-10 ,210 1 Family Res,2.30,"280,000","FULL MARKET VALUE 280,000\r"
456.-5-11 ,314 Rural vac<10,2.60,"30,000","FULL MARKET VALUE 30,000\r"
456.-5-12 ,314 Rural vac<10,1.67,"15,000","FULL MARKET VALUE 15,000\r"
456.-5-13 ,314 Rural vac<10,4.14,"35,000","FULL MARKET VALUE 35,000\r"
456.-5-14 ,210 1 Family Res,4.41,"160,000","FULL MARKET VALUE 160,000 FD112 Hancock Rural FD 16,000 TO\r"
456.-5-15 ,314 Rural vac<10,3.10,"30,000","FULL MARKET VALUE 30,000\r"
456.-5-16 ,314 Rural vac<10,3.58,"20,000","FULL MARKET VALUE 20,000\r"
456.-5-17 ,314 Rural vac<10,2.40,"20,000","FULL MARKET VALUE 20,000\r"
456.-5-18 ,314 Rural vac<10,4.57,"30,000","FULL MARKET VALUE 30,000\r"
456.-5-19 ,210 1 Family Res,6.56,"195,000","FULL MARKET VALUE 195,000\r"
456.-5-20 ,210 1 Family Res,4.09,"155,000","FULL MARKET VALUE 155,000\r"
456.-5-21 ,314 Rural vac<10,3.60,"14,000","FULL MARKET VALUE 14,000\r"
456.-5-22 ,null,3.70,"40,000","FULL MARKET VALUE 40,000\r"
456.-5-23 ,314 Rural vac<10,3.50,"18,000","FULL MARKET VALUE 18,000\r"
456.-5-24 ,314 Rural vac<10,2.30,"20,000","FULL MARKET VALUE 20,000\r"
456.-5-25 ,210 1 Family Res,3.30,"150,000","FULL MARKET VALUE 150,000\r"
456.-5-26 ,314 Rural vac<10,6.00,"30,000","FULL MARKET VALUE 30,000\r"
456.-5-27 ,260 Seasonal res,2.80,"130,000","FULL MARKET VALUE 130,000\r"
456.-5-28 ,314 Rural vac<10,2.50,"35,000","FULL MARKET VALUE 35,000\r"
456.-5-29 ,210 1 Family Res,6.00,"210,000","FULL MARKET VALUE 210,000\r"
456.-5-30 ,260 Seasonal res,5.00,"150,000","FULL MARKET VALUE 150,000\r"
457.-1-2 ,null,74.30,"100,000","FULL MARKET VALUE 100,000\r"
457.-1-3 ,null,104.50,"250,000","FULL MARKET VALUE 250,000\r"
457.-1-4 ,314 Rural vac<10,1.00,"30,000","FULL MARKET VALUE 30,000\r"
457.-1-5 ,null,102.40,"100,000","FULL MARKET VALUE 100,000\r"
457.-1-6.1 ,210 1 Family Res,22.28,"200,000","FULL MARKET VALUE 200,000 FD112 Hancock Rural FD 20,000 TO\r"
457.-1-6.2 ,null,17.30,"120,000","FULL MARKET VALUE 120,000\r"
457.-1-7 ,null,6.30,"240,000","FULL MARKET VALUE 240,000 FD112 Hancock Rural FD 24,000 TO\r"
457.-1-8 ,210 1 Family Res,7.44,"150,000","FULL MARKET VALUE 150,000\r"
457.-1-9 ,null,20.40,"186,000","FULL MARKET VALUE 186,000\r"
457.-1-10 ,null,15.10,"60,000","FULL MARKET VALUE 60,000\r"
457.-1-11 ,null,61.40,"45,000","FULL MARKET VALUE 45,000\r"
457.-1-13 ,null,53.70,"110,000","FULL MARKET VALUE 110,000\r"
457.-1-14 ,210 1 Family Res,8.50,"190,000","FULL MARKET VALUE 190,000\r"
457.-1-15.1 ,null,98.32,"325,000","FULL MARKET VALUE 325,000\r"
457.-1-15.21 ,null,61.90,"110,000","FULL MARKET VALUE 110,000\r"
457.-1-15.22 ,314 Rural vac<10,1.50,"15,000","FULL MARKET VALUE 15,000\r"
457.-1-16 ,null,14.70,"280,000","FULL MARKET VALUE 280,000\r"
457.-1-17 ,260 Seasonal res,1.80,"95,000","FULL MARKET VALUE 95,000\r"
457.-1-18 ,210 1 Family Res,7.40,"160,000","FULL MARKET VALUE 160,000\r"
457.-1-19 ,260 Seasonal res,2.99,"65,000","FULL MARKET VALUE 65,000\r"
457.-1-20.1 ,210 1 Family Res,2.45,"122,000","FULL MARKET VALUE 122,000\r"
457.-1-20.2 ,null,57.17,"85,000","FULL MARKET VALUE 85,000\r"
457.-1-21 ,null,5.50,"10,000","FULL MARKET VALUE 10,000\r"
457.-1-22 ,210 1 Family Res,1.21,"25,000","FULL MARKET VALUE 25,000\r"
457.-1-23.1 ,null,15.50,"85,000","FULL MARKET VALUE 85,000\r"
457.-1-23.2 ,210 1 Family Res,3.75,"160,000","FULL MARKET VALUE 160,000\r"
457.-1-24 ,null,12.00,"59,000","FULL MARKET VALUE 59,000\r"
457.-1-25 ,314 Rural vac<10,3.58,"25,000","FULL MARKET VALUE 25,000\r"
457.-1-26.1 ,210 1 Family Res,1.68,"190,000","FULL MARKET VALUE 190,000\r"
457.-1-26.2 ,314 Rural vac<10,4.41,"30,000","FULL MARKET VALUE 30,000\r"
457.-1-26.3 ,314 Rural vac<10,3.00,"25,000","FULL MARKET VALUE 25,000\r"
457.-1-26.4 ,314 Rural vac<10,3.00,"25,000","FULL MARKET VALUE 25,000\r"
457.-1-27 ,null,13.00,"75,000","FULL MARKET VALUE 75,000\r"
457.-1-28 ,null,17.21,"290,000","FULL MARKET VALUE 290,000 FD114 Long eddy fire dist 29,000 TO\r"
457.-1-29 ,210 1 Family Res,3.80,"165,000","FULL MARKET VALUE 165,000\r"
457.-1-30 ,210 1 Family Res,3.46,"90,000","FULL MARKET VALUE 90,000\r"
457.-1-31 ,314 Rural vac<10,null,"5,000","FULL MARKET VALUE 5,000\r"
457.-1-32 ,null,1.20,"102,000","FULL MARKET VALUE 102,000\r"
457.-1-33.1 ,314 Rural vac<10,9.10,"56,000","FULL MARKET VALUE 56,000\r"
457.-1-33.2 ,314 Rural vac<10,0.13,"15,000","FULL MARKET VALUE 15,000\r"
457.-1-34 ,210 1 Family Res,1.30,"280,000","FULL MARKET VALUE 280,000\r"
457.-1-35 ,210 1 Family Res,6.05,"75,000","FULL MARKET VALUE 75,000\r"
457.-1-37 ,null,30.20,"105,000","FULL MARKET VALUE 105,000\r"
457.-1-38 ,314 Rural vac<10,5.56,"35,000","FULL MARKET VALUE 35,000\r"
457.-1-39 ,210 1 Family Res,2.35,"165,000","FULL MARKET VALUE 165,000\r"
457.-1-44 ,null,5.77,"45,000","FULL MARKET VALUE 45,000\r"
457.-1-45 ,260 Seasonal res,45.40,"110,000","FULL MARKET VALUE 110,000\r"
457.-1-46.1 ,null,6.73,"60,000","FULL MARKET VALUE 60,000\r"
457.-1-46.2 ,314 Rural vac<10,6.43,"30,000","FULL MARKET VALUE 30,000\r"
457.-1-46.3 ,210 1 Family Res,5.00,"130,000","FULL MARKET VALUE 130,000\r"
457.-1-47 ,null,102.70,"90,000","FULL MARKET VALUE 90,000\r"
457.-1-48.1 ,null,430.60,"400,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 400,000\r"
457.-1-48.2 ,260 Seasonal res,197.40,"440,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 440,000\r"
457.-1-49.1 ,null,95.40,"110,000","FULL MARKET VALUE 110,000\r"
457.-1-49.2 ,null,246.00,"250,000","FULL MARKET VALUE 250,000\r"
457.-1-51 ,314 Rural vac<10,2.40,"30,000","FULL MARKET VALUE 30,000\r"
458.-1-1.11 ,314 Rural vac<10,2.41,"25,000","FULL MARKET VALUE 25,000\r"
458.-1-1.12 ,314 Rural vac<10,5.67,"30,000","FULL MARKET VALUE 30,000\r"
458.-1-1.13 ,314 Rural vac<10,5.00,"28,000","FULL MARKET VALUE 28,000\r"
458.-1-1.14 ,314 Rural vac<10,6.80,"30,000","FULL MARKET VALUE 30,000\r"
458.-1-1.15 ,210 1 Family Res,8.32,"180,000","FULL MARKET VALUE 180,000\r"
458.-1-2 ,210 1 Family Res,4.90,"147,000","FULL MARKET VALUE 147,000\r"
458.-1-3.11 ,null,40.00,"42,000","FULL MARKET VALUE 42,000\r"
458.-1-3.122 ,null,2.26,"25,000","FULL MARKET VALUE 25,000\r"
458.-1-3.2 ,210 1 Family Res,2.24,"148,000","FULL MARKET VALUE 148,000\r"
458.-1-7 ,260 Seasonal res,150.50,"300,000","FULL MARKET VALUE 300,000\r"
458.-1-8 ,null,19.80,"40,000","FULL MARKET VALUE 40,000\r"
458.-1-11 ,null,153.00,"380,000","UNDER AGDIST LAW TIL 2027 FULL MARKET VALUE 380,000\r"
458.-1-12 ,null,52.60,"340,000","FULL MARKET VALUE 340,000\r"
458.-1-13 ,210 1 Family Res,6.26,"200,000","FULL MARKET VALUE 200,000\r"
458.-1-14.2 ,210 1 Family Res - WTRFNT,3.60,"250,000","FULL MARKET VALUE 250,000\r"
458.-1-15 ,null,14.91,"250,000","FULL MARKET VALUE 250,000\r"
458.-1-16 ,260 Seasonal res - WTRFNT,0.75,"130,000","FULL MARKET VALUE 130,000\r"
458.-1-17 ,260 Seasonal res - WTRFNT,3.10,"112,000","FULL MARKET VALUE 112,000\r"
458.-1-18 ,260 Seasonal res - WTRFNT,0.75,"170,000","FULL MARKET VALUE 170,000\r"
458.-1-19 ,260 Seasonal res - WTRFNT,null,"165,000","FULL MARKET VALUE 165,000\r"
458.-1-21 ,260 Seasonal res - WTRFNT,null,"120,000","FULL MARKET VALUE 120,000\r"
458.-1-22 ,260 Seasonal res - WTRFNT,null,"100,000","FULL MARKET VALUE 100,000\r"
458.-1-23 ,260 Seasonal res - WTRFNT,0.91,"200,000","FULL MARKET VALUE 200,000\r"
458.-1-24 ,210 1 Family Res - WTRFNT,1.00,"200,000","FULL MARKET VALUE 200,000\r"
458.-1-26 ,314 Rural vac<10,1.03,"12,000","FULL MARKET VALUE 12,000\r"
458.-1-27 ,314 Rural vac<10,2.70,"35,000","FULL MARKET VALUE 35,000\r"
458.-1-28.111 ,210 1 Family Res,10.41,"166,500","FULL MARKET VALUE 166,500\r"
458.-1-29.11 ,null,2.25,"200,000","FULL MARKET VALUE 200,000\r"
458.-1-29.12 ,null,22.50,"196,000","FULL MARKET VALUE 196,000\r"
458.-1-29.3 ,314 Rural vac<10,1.09,"15,000","FULL MARKET VALUE 15,000\r"
458.-1-29.4 ,314 Rural vac<10,7.00,"15,000","FULL MARKET VALUE 15,000\r"
458.-1-30 ,260 Seasonal res,0.92,"111,000","FULL MARKET VALUE 111,000\r"
458.-1-31.-9999 ,null,null,"14871,700","FULL MARKET VALUE 14871,700\r"
458.-1-32 ,null,10.46,"200,000","FULL MARKET VALUE 200,000\r"
458.-1-34 ,210 1 Family Res,6.00,"375,000","FULL MARKET VALUE 375,000\r"
458.-1-35.111 ,null,299.25,"590,000","FULL MARKET VALUE 590,000\r"
458.-1-35.112 ,null,4.69,"160,000","FULL MARKET VALUE 160,000\r"
458.-1-35.113 ,210 1 Family Res,7.25,"120,000","FULL MARKET VALUE 120,000\r"
458.-1-35.12 ,null,28.64,"32,000","FULL MARKET VALUE 32,000\r"
458.-1-35.2 ,210 1 Family Res,0.33,"135,000","FULL MARKET VALUE 135,000\r"
458.-1-35.3 ,null,null,"45,000","FULL MARKET VALUE 45,000\r"
458.-1-35.4 ,210 1 Family Res,8.81,"160,000","FULL MARKET VALUE 160,000\r"
458.-1-37 ,210 1 Family Res,2.20,"175,000","FULL MARKET VALUE 175,000\r"
458.-1-38 ,210 1 Family Res,9.05,"250,000","FULL MARKET VALUE 250,000\r"
458.-1-39.1 ,210 1 Family Res,40.00,"145,000","FULL MARKET VALUE 145,000\r"
458.-1-39.2 ,314 Rural vac<10,10.00,"40,000","FULL MARKET VALUE 40,000\r"
458.-1-39.3 ,314 Rural vac<10,1.00,"15,000","FULL MARKET VALUE 15,000\r"
458.-1-40 ,323 Vacant rural,12.03,"20,000","FULL MARKET VALUE 20,000\r"
458.-1-42 ,null,40.00,"240,000","FULL MARKET VALUE 240,000\r"
458.-1-43 ,null,34.00,"350,000","FULL MARKET VALUE 350,000\r"
458.-1-44 ,null,24.00,"240,000","FULL MARKET VALUE 240,000\r"
458.-1-45 ,null,47.00,"880,000","FULL MARKET VALUE 880,000\r"
458.-1-46 ,314 Rural vac<10,6.00,"25,000","FULL MARKET VALUE 25,000\r"
458.-1-47 ,null,10.67,"30,000","FULL MARKET VALUE 30,000\r"
458.-1-48 ,null,12.00,"30,000","FULL MARKET VALUE 30,000\r"
458.-1-49 ,314 Rural vac<10,4.43,"25,000","FULL MARKET VALUE 25,000\r"
458.-1-50 ,210 1 Family Res,7.00,"300,000","FULL MARKET VALUE 300,000\r"
458.-1-51 ,null,8.00,"36,000","FULL MARKET VALUE 36,000\r"
458.-1-52 ,314 Rural vac<10,8.00,"36,000","FULL MARKET VALUE 36,000\r"
458.-1-53 ,314 Rural vac<10,0.77,"7,000","FULL MARKET VALUE 7,000\r"
458.-1-54 ,null,8.34,"65,000","FULL MARKET VALUE 65,000\r"
458.-1-55 ,null,17.34,"100,000","FULL MARKET VALUE 100,000\r"
458.-1-56 ,null,8.02,"65,000","FULL MARKET VALUE 65,000\r"
458.-2-1 ,314 Rural vac<10,5.08,"40,000","FULL MARKET VALUE 40,000\r"
458.-2-2 ,314 Rural vac<10,5.04,"40,000","FULL MARKET VALUE 40,000\r"
458.-2-4 ,null,11.30,"42,000","FULL MARKET VALUE 42,000\r"
458.-2-5 ,314 Rural vac<10,5.33,"10,000","FULL MARKET VALUE 10,000\r"
458.-2-6.111 ,null,13.28,"190,000","FULL MARKET VALUE 190,000\r"
458.-2-6.12 ,314 Rural vac<10,4.00,"30,000","FULL MARKET VALUE 30,000\r"
458.-2-6.14 ,314 Rural vac<10,4.00,"30,000","FULL MARKET VALUE 30,000\r"
458.-2-6.2 ,210 1 Family Res,2.01,"30,000","FULL MARKET VALUE 30,000\r"
458.-2-11 ,null,12.24,"60,000","FULL MARKET VALUE 60,000\r"
458.-2-12 ,null,14.58,"62,000","FULL MARKET VALUE 62,000\r"
458.-2-13 ,null,18.18,"65,000","FULL MARKET VALUE 65,000\r"
458.-2-14 ,314 Rural vac<10,8.48,"42,000","FULL MARKET VALUE 42,000\r"
458.-2-15 ,210 1 Family Res,5.54,"340,000","FULL MARKET VALUE 340,000\r"
458.-2-16 ,314 Rural vac<10,4.84,"50,000","FULL MARKET VALUE 50,000\r"
458.-2-17 ,210 1 Family Res - WTRFNT,2.86,"595,000","FULL MARKET VALUE 595,000\r"
458.-2-18 ,314 Rural vac<10,2.73,"40,000","FULL MARKET VALUE 40,000\r"
458.-2-19 ,210 1 Family Res - WTRFNT,2.85,"260,000","FULL MARKET VALUE 260,000\r"
458.-2-20 ,314 Rural vac<10,5.17,"40,000","Weil Jeffrey G FULL MARKET VALUE 40,000\r"
458.-2-21 ,314 Rural vac<10,5.27,"40,000","FULL MARKET VALUE 40,000\r"
458.-2-22 ,314 Rural vac<10,5.22,"40,000","FULL MARKET VALUE 40,000\r"
458.-2-23 ,314 Rural vac<10,6.17,"50,000","FULL MARKET VALUE 50,000\r"
458.-2-24 ,260 Seasonal res,5.43,"55,000","FULL MARKET VALUE 55,000\r"
458.-2-25 ,314 Rural vac<10,5.62,"40,000","FULL MARKET VALUE 40,000\r"
458.-2-26 ,210 1 Family Res,6.56,"115,000","FULL MARKET VALUE 115,000\r"
458.-2-27 ,314 Rural vac<10,5.92,"48,000","FULL MARKET VALUE 48,000\r"
458.-2-28 ,314 Rural vac<10,5.58,"45,000","FULL MARKET VALUE 45,000\r"
458.-2-29 ,314 Rural vac<10,5.38,"44,000","FULL MARKET VALUE 44,000\r"
458.-2-30 ,314 Rural vac<10,5.23,"42,000","FULL MARKET VALUE 42,000\r"
458.-2-31 ,314 Rural vac<10,5.82,"48,000","FULL MARKET VALUE 48,000\r"
459.-1-4 ,260 Seasonal res,144.47,"205,000","FULL MARKET VALUE 205,000\r"
459.-1-5.11 ,210 1 Family Res,4.00,"160,000","FULL MARKET VALUE 160,000\r"
459.-1-5.12 ,314 Rural vac<10,7.98,"40,000","FULL MARKET VALUE 40,000\r"
459.-1-5.13 ,314 Rural vac<10,8.00,"60,000","FULL MARKET VALUE 60,000\r"
459.-1-5.21 ,null,18.56,"200,000","FULL MARKET VALUE 200,000\r"
459.-1-5.22 ,210 1 Family Res,8.90,"150,000","FULL MARKET VALUE 150,000\r"
459.-1-6 ,210 1 Family Res,10.95,"165,000","Randolph, NJ 07869 FULL MARKET VALUE 165,000\r"
459.-1-7.1 ,null,85.04,"225,000","FULL MARKET VALUE 225,000\r"
459.-1-7.2 ,null,4.40,"95,000","FULL MARKET VALUE 95,000\r"
459.-1-8.1 ,210 1 Family Res,62.30,"210,000","UNDER RPTL480A UNTIL 2032 FULL MARKET VALUE 210,000\r"
459.-1-8.2 ,314 Rural vac<10,4.83,"30,000","FULL MARKET VALUE 30,000\r"
459.-1-9 ,null,108.26,"170,000","FULL MARKET VALUE 170,000\r"
459.-1-10 ,null,115.50,"120,000","FULL MARKET VALUE 120,000\r"
459.-1-11 ,null,20.60,"170,000","FULL MARKET VALUE 170,000\r"
459.-1-12 ,260 Seasonal res,2.61,"98,000","FULL MARKET VALUE 98,000\r"
459.-1-13 ,null,16.80,"58,000","FULL MARKET VALUE 58,000\r"
459.-1-14 ,210 1 Family Res,1.10,"180,000","FULL MARKET VALUE 180,000\r"
459.-1-15.1 ,null,29.20,"420,000","FULL MARKET VALUE 420,000\r"
